part_name,part_id,mpn_id,part_price,install_difficulty,install_time,symptoms,appliance_types,replace_parts,brand,availability,install_video_url,product_url
Kenmore Refrigerator Whirlpool EveryDrop3 Water Filter,PS11722128,EDR3RXD1,83.97,Easy ,Less than 15 mins ,Ice maker not making ice | Not dispensing water | Leaking | Ice maker won’t dispense ice,Refrigerator.,"AP5983563, 2313412, 4396710, 4396710P, 4396711, 4396841, 4396841B, 4396841P, 4396842, 8212650, 9020B, 9030B, 9920, 9953, EDR3RXD2, FILTER3, W10121145, W10121146, W10565739A, W10754687 ... Show more",Whirlpool,In Stock,https://www.youtube.com/watch?v=zG2prPgT7n0,https://www.partselect.com/PS11722128-Whirlpool-EDR3RXD1-Whirlpool-EveryDrop3-Refrigerator-Water-Filter.htm?SourceCode=18
Kenmore Refrigerator Door Shelf Retainer Bin,PS429868,240337901,37.89,Really Easy ,Less than 15 mins ,Door won’t open or close | Noisy | Touchpad does not respond,Refrigerator.,"AP2115858, 891047, 240337901, 240337904, 240337905",Frigidaire,In Stock,https://www.youtube.com/watch?v=nr8TPEghgjs,https://www.partselect.com/PS429868-Frigidaire-240337901-Refrigerator-Door-Shelf-Retainer-Bin.htm?SourceCode=18
Kenmore Refrigerator Door Shelf Retainer Bar,PS734936,240534701,34.89,Really Easy ,Less than 15 mins ,Door won’t open or close,Refrigerator.,"AP3214631, 948952, 240534701",Frigidaire,In Stock,https://www.youtube.com/watch?v=JGlCNEgLfM0,https://www.partselect.com/PS734936-Frigidaire-240534701-Door-Shelf-Retainer-Bar.htm?SourceCode=18
Kenmore Refrigerator Crisper Cover Support - Front,PS2358880,241993101,3.89,Really Easy ,15 - 30 mins ,Door won’t open or close,Refrigerator.,"AP4427109, 1513082, 240423701, 7241993101",Frigidaire,In Stock,https://www.youtube.com/watch?v=V_QewaKvc5M,https://www.partselect.com/PS2358880-Frigidaire-241993101-Crisper-Cover-Support-Front.htm?SourceCode=18
Kenmore Refrigerator Door Shelf Retainer Bar,PS734935,240534901,37.89,Really Easy ,Less than 15 mins ,Door won’t open or close | Leaking,Refrigerator.,"AP3214630, 948954, 240534901",Frigidaire,In Stock,https://www.youtube.com/watch?v=RBJ10wFvJ2M,https://www.partselect.com/PS734935-Frigidaire-240534901-Door-Shelf-Retainer-Bar.htm?SourceCode=18
Kenmore Refrigerator Door Shelf Bin,PS11752778,WPW10321304,36.18,Really Easy ,Less than 15 mins ,Door won’t open or close | Ice maker won’t dispense ice | Leaking,Refrigerator.,"AP6019471, 2171046, 2171047, 2179574, 2179575, 2179607, 2179607K, 2198449, 2198449K, 2304235, 2304235K, W10321302, W10321303, W10321304, W10549739, WPW10321304VP",Whirlpool,In Stock,https://www.youtube.com/watch?v=zSCNN6KpDE8,https://www.partselect.com/PS11752778-Whirlpool-WPW10321304-Refrigerator-Door-Shelf-Bin.htm?SourceCode=18
Kenmore Refrigerator Door Shelf Retainer Bin,PS429868,240337901,37.89,Really Easy ,Less than 15 mins ,Door won’t open or close | Noisy | Touchpad does not respond,Refrigerator.,"AP2115858, 891047, 240337901, 240337904, 240337905",Frigidaire,In Stock,https://www.youtube.com/watch?v=nr8TPEghgjs,https://www.partselect.com/PS429868-Frigidaire-240337901-Refrigerator-Door-Shelf-Retainer-Bin.htm?SourceCode=18
Kenmore Refrigerator Door Shelf Retainer Bar,PS734936,240534701,34.89,Really Easy ,Less than 15 mins ,Door won’t open or close,Refrigerator.,"AP3214631, 948952, 240534701",Frigidaire,In Stock,https://www.youtube.com/watch?v=JGlCNEgLfM0,https://www.partselect.com/PS734936-Frigidaire-240534701-Door-Shelf-Retainer-Bar.htm?SourceCode=18
Kenmore Refrigerator Crisper Cover Support - Front,PS2358880,241993101,3.89,Really Easy ,15 - 30 mins ,Door won’t open or close,Refrigerator.,"AP4427109, 1513082, 240423701, 7241993101",Frigidaire,In Stock,https://www.youtube.com/watch?v=V_QewaKvc5M,https://www.partselect.com/PS2358880-Frigidaire-241993101-Crisper-Cover-Support-Front.htm?SourceCode=18
Kenmore Refrigerator Door Bin - Clear,PS430122,240356402,75.89,Really Easy ,15 - 30 mins ,,Refrigerator.,"AP2549958, 891214, 240356402, 240356407, 240356408, 240356410, 240356411, 240356413, 240356414, 240356415, 240356416, 240430305, 240430307, 240430311, 240430312, 240430325, 241808205, 241808206, 241808221, 241808229",Frigidaire,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS430122-Frigidaire-240356402-Door-Bin-Clear.htm?SourceCode=18
Kenmore Refrigerator Door Bin,PS429724,240323001,29.89,Easy ,Less than 15 mins ,Ice maker not making ice | Door won’t open or close | Noisy | Ice maker won’t dispense ice,Refrigerator.,"AP2115741, 890954, 240323001, 240323001, 240323007",Frigidaire,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS429724-Frigidaire-240323001-Refrigerator-Door-Bin.htm?SourceCode=18
Kenmore Refrigerator Door Shelf Bin - White,PS11739091,WP2187172,31.89,Really Easy ,15 - 30 mins ,Leaking | Door won’t open or close | Ice maker not making ice,Refrigerator.,"AP6006028, 2187172, 2187172K, 2187194, 2187194K, WP2187172VP",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11739091-Whirlpool-WP2187172-Refrigerator-Door-Shelf-Bin-White.htm?SourceCode=18
Kenmore Refrigerator Door Shelf Bin,PS429871,240338001,28.89,Really Easy ,Less than 15 mins ,Door won’t open or close | Noisy,Refrigerator.,"AP2115859, 891049, 240338001, 240338005",Frigidaire,In Stock,https://www.youtube.com/watch?v=G-A1YKp0o0o,https://www.partselect.com/PS429871-Frigidaire-240338001-Refrigerator-Door-Shelf-Bin.htm?SourceCode=18
Kenmore Refrigerator Door Shelf Bin,PS429873,240338101,38.89,Easy ,Less than 15 mins ,Door won’t open or close,Refrigerator.,"AP2115860, 891051, 240338101, 240338104",Frigidaire,In Stock,https://www.youtube.com/watch?v=Y4SVcpboY6I,https://www.partselect.com/PS429873-Frigidaire-240338101-Refrigerator-Door-Shelf-Bin.htm?SourceCode=18
Kenmore Refrigerator Crisper Drawer with Humidity Control,PS11739119,WP2188656,72.78,Easy ,Less than 15 mins ,Door won’t open or close | Ice maker not making ice | Leaking | Touchpad does not respond,Refrigerator.,"AP6006055, 2173384, 2173386, 2173694, 2173714, 2173715, 2174109, 2174416, 2175075, 2179281, 2179347, 2188652, 2188656, 2189529, 2189629, 2194072, 2194078, 2194081, 2194087, 2194904 ... Show more",Whirlpool,In Stock,https://www.youtube.com/watch?v=yqWpzesAc6U,https://www.partselect.com/PS11739119-Whirlpool-WP2188656-Refrigerator-Crisper-Drawer-with-Humidity-Control.htm?SourceCode=18
Kenmore Refrigerator Crisper Pan,PS429854,240337103,104.89,Really Easy ,Less than 15 mins ,Door won’t open or close | Leaking,Refrigerator.,"AP2115849, 891037, 240337103, 240337102, 240337103, 240337105, 240337107, 240337108, 240337109",Frigidaire,In Stock,https://www.youtube.com/watch?v=Eh_RNmQsgRk,https://www.partselect.com/PS429854-Frigidaire-240337103-Refrigerator-Crisper-Pan.htm?SourceCode=18
Kenmore Refrigerator Drawer Support Rail - Right Side,PS430917,240530701,44.89,Really Easy ,Less than 15 mins ,Door won’t open or close,Refrigerator.,"AP2116590, 917558, 240530701, 240460501",Frigidaire,In Stock,https://www.youtube.com/watch?v=tETYca_dopI,https://www.partselect.com/PS430917-Frigidaire-240530701-Drawer-Support-Rail-Right-Side.htm?SourceCode=18
Kenmore Refrigerator Center Crisper Drawer Slide Rail - White,PS11757048,WPW10671238,47.25,Really Easy ,Less than 15 mins ,Door won’t open or close | Noisy | Fridge too cold | Leaking,Refrigerator.,"AP6023702, 12530701, 12530701N, 14217493, 67001057, 8208354, 97001057, W10671238, W10671238N",Whirlpool,In Stock,https://www.youtube.com/watch?v=v9hrs0zu0fo,https://www.partselect.com/PS11757048-Whirlpool-WPW10671238-Refrigerator-Center-Crisper-Drawer-Slide-Rail-White.htm?SourceCode=18
Kenmore Refrigerator Center Rail,PS11752912,WPW10326469,21.89,Really Easy ,Less than 15 mins ,Door won’t open or close | Noisy,Refrigerator.,"AP6019603, 12796401, 67004514, 8208326, W10326469, W10326469N, WPW10326469VP",Whirlpool,In Stock,https://www.youtube.com/watch?v=EFJ-YCLJmjE,https://www.partselect.com/PS11752912-Whirlpool-WPW10326469-Center-Rail.htm?SourceCode=18
Kenmore Refrigerator Crisper Drawer With Handle,PS11739122,WP2188664,53.89,Really Easy ,15 - 30 mins ,Door won’t open or close | Leaking,Refrigerator.,"AP6006058, 2173385, 2173387, 2173696, 2175073, 2175076, 2179276, 2179279, 2179282, 2179348, 2188654, 2188664, 2188665, 2188724, 2189530, 2189630, 2194074, 2194076, 2194079, 2194082 ... Show more",Whirlpool,In Stock,https://www.youtube.com/watch?v=SaXgE3UwJ-k,https://www.partselect.com/PS11739122-Whirlpool-WP2188664-Refrigerator-Crisper-Drawer-With-Handle.htm?SourceCode=18
"Kenmore Refrigerator Pantry End Cap Kit, LH and RH",PS11738134,W10874836,26.89,Really Easy ,15 - 30 mins ,Door won’t open or close | Fridge too cold | Noisy,Refrigerator.,"AP6004794, 12656010, 12656013, 12656014, 12656019, 12656022, 12656023, 12656104, 12656106, 2206738W, 2206740W, 2206764W, 2301453W, 2301455W, 2311704W, 67002757, 67002758, 67003281, 67005694, 67005858 ... Show more",Whirlpool,In Stock,https://www.youtube.com/watch?v=0G8QcWb_2Fw,https://www.partselect.com/PS11738134-Whirlpool-W10874836-Pantry-End-Cap-Kit-LH-and-RH.htm?SourceCode=18
Kenmore Refrigerator Drawer Support Rail - Left Side,PS430916,240530601,48.77,Really Easy ,15 - 30 mins ,Door won’t open or close,Refrigerator.,"AP2116589, 917557, 240530601, 240460401",Frigidaire,In Stock,https://www.youtube.com/watch?v=uHQKduqU2KA,https://www.partselect.com/PS430916-Frigidaire-240530601-Drawer-Support-Rail-Left-Side.htm?SourceCode=18
Kenmore Refrigerator Crisper Drawer Cover,PS12071129,5304508067,96.89,Easy ,30 - 60 mins ,Door won’t open or close,Refrigerator.,"AP6230468, 5304508410, 5304519462",Frigidaire,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS12071129-Frigidaire-5304508067-Refrigerator-Crisper-Drawer-Cover.htm?SourceCode=18
Kenmore Refrigerator Crisper Drawer Cover,PS2363600,240364787,86.13,Very Easy ,Less than 15 mins ,Door won’t open or close,Refrigerator.,"AP4432913, 216979402, 216995502, 240364714, 240364725, 240364747, 240364764, 240364778, 240364794",Frigidaire,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS2363600-Frigidaire-240364787-Refrigerator-Crisper-Drawer-Cover.htm?SourceCode=18
Kenmore Refrigerator Ice and Water Filter,PS11701542,EDR1RXD1,62.38,Really Easy ,15 - 30 mins ,Not dispensing water | Ice maker not making ice | Ice maker won’t dispense ice | Leaking,Refrigerator.,"AP5982535, 9900, 9981, FILTER 1, FILTER1, W10217316, W10291030, W10295370, W10295370A, W10569758, W10569760, W10569761, W10735398",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11701542-Whirlpool-EDR1RXD1-Refrigerator-Ice-and-Water-Filter.htm?SourceCode=18
Kenmore Refrigerator Air Filter,PS1993820,EAFCBF,23.89,Really Easy ,Less than 15 mins ,Fridge too warm | Ice maker not making ice | Fridge too cold | Noisy,"Refrigerator, Freezer, Wine and Beverage Cooler.","AP4323287, 1381501, 241754001, 242047801, 242047804, 242061001",Frigidaire,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS1993820-Frigidaire-EAFCBF-Air-Filter.htm?SourceCode=18
Kenmore Refrigerator Water Filter,PS11722130,EDR4RXD1,62.38,Easy ,15 - 30 mins ,Not dispensing water | Ice maker not making ice | Leaking | Ice maker dispenses too little ice,Refrigerator.,"AP5983564, 12589201, 12589203, 12589206, 12589208, 12589210, 13040201, 13040210, 13040214, 13040216, 13040216N, 13040218, 4396395, 67002269, 67002671, 67003523, 67003523A, 67003526, 67003591, 67003640 ... Show more",Whirlpool,In Stock,https://www.youtube.com/watch?v=5oA-c0VklDg,https://www.partselect.com/PS11722130-Whirlpool-EDR4RXD1-Refrigerator-Water-Filter.htm?SourceCode=18
Kenmore Refrigerator Air Filter,PS2580853,W10311524,21.54,Very Easy ,15 - 30 mins ,Fridge too cold | Fridge too warm | Ice maker not making ice | Noisy,Refrigerator.,"AP4538127, 2319308, AIR 1, AIR1, W10315189, W10335147",Whirlpool,In Stock,https://www.youtube.com/watch?v=nxIKznINpf8,https://www.partselect.com/PS2580853-Whirlpool-W10311524-Refrigerator-Air-Filter.htm?SourceCode=18
Kenmore Refrigerator Whirlpool EveryDrop3 Water Filter,PS11722128,EDR3RXD1,83.97,Easy ,Less than 15 mins ,Ice maker not making ice | Not dispensing water | Leaking | Ice maker won’t dispense ice,Refrigerator.,"AP5983563, 2313412, 4396710, 4396710P, 4396711, 4396841, 4396841B, 4396841P, 4396842, 8212650, 9020B, 9030B, 9920, 9953, EDR3RXD2, FILTER3, W10121145, W10121146, W10565739A, W10754687 ... Show more",Whirlpool,In Stock,https://www.youtube.com/watch?v=zG2prPgT7n0,https://www.partselect.com/PS11722128-Whirlpool-EDR3RXD1-Whirlpool-EveryDrop3-Refrigerator-Water-Filter.htm?SourceCode=18
Kenmore Refrigerator Ice and Water Filter,PS8746144,MWFP,68.37,Really Easy ,15 - 30 mins ,Not dispensing water | Ice maker not making ice | Ice maker dispenses too little ice | Leaking,"Refrigerator, Freezer.","AP5788185, 3024481, MWFP, 46-9905, FXRT, GWF, GWF01, GWF06, GWFA, GWFS, HWF, HXRT, MWFP2PK, MWFPA, WF, WR02M3552, WR02X11020, WR02X11287, WR02X11290, WR2M3552 ... Show more",GE,In Stock,https://www.youtube.com/watch?v=UerVcdQXJ_Y,https://www.partselect.com/PS8746144-GE-MWFP-Refrigerator-Ice-and-Water-Filter.htm?SourceCode=18
Kenmore Refrigerator Water Filter,PS11722126,EDR2RXD1,90.65,Really Easy ,Less than 15 mins ,Ice maker not making ice,"Refrigerator, Freezer.","AP5983562, FILTER 2, FILTER2, W10238154, W10413645, W10413645A, W10609378, W10680605",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11722126-Whirlpool-EDR2RXD1-Water-Filter.htm?SourceCode=18
Kenmore Refrigerator Water Filter,PS503627,WFCB,45.41,Really Easy ,15 - 30 mins ,Not dispensing water | Ice maker not making ice | Leaking | Ice maker dispenses too little ice,"Refrigerator, Range, Wall Oven.","AP2591529, 277187, WFCB, 218670303, 218710901, 218710902, 218717805, 240389101, 240389102, 240394501, 242007903, 5303917752, 5303917836, 5303917937, 5303918017, 5304461598, 9906, 9910, 9913, FRWFCB ... Show more",Frigidaire,In Stock,https://www.youtube.com/watch?v=1ZdtSLjp7Ts,https://www.partselect.com/PS503627-Frigidaire-WFCB-Water-Filter.htm?SourceCode=18
"Kenmore Refrigerator FILTER ASSEMBLY,AIR CLEANER",PS16222687,ADQ73214408,36.89,Really Easy ,Less than 15 mins ,,Refrigerator.,"AP6990312, ADQ73214402, ADQ73214404, ADQ73214405, ADQ73214406, LT120F, LT120P",LG,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS16222687-LG-ADQ73214408-FILTER-ASSEMBLY-AIR-CLEANER.htm?SourceCode=18
Kenmore Refrigerator EveryDrop Water Filter,PS11722132,EDR5RXD1,85.14,Really Easy ,15 - 30 mins ,Ice maker not making ice | Leaking | Not dispensing water | Ice maker won’t dispense ice,Refrigerator.,"AP5983565, 2186444, 2200203, 2203220, 2203221, 2255518, 2255519, 2255709, 4392857, 4392857R, 4392922, 4396163, 4396164, 4396508, 4396509, 4396510, 4396547, 4396548, 8212652, EVFILTER5 ... Show more",Whirlpool,In Stock,https://www.youtube.com/watch?v=yM8Pr0F3rpc,https://www.partselect.com/PS11722132-Whirlpool-EDR5RXD1-EveryDrop-Water-Filter.htm?SourceCode=18
Kenmore Refrigerator Ice Maker Assembly,PS12364147,241798231,141.49,Really Easy ,15 - 30 mins ,Ice maker not making ice | Ice maker won’t dispense ice | Noisy | Won’t start,"Refrigerator, Freezer, Ice Maker.","AP6332951, 241642501, 241642503A, 241642511, 241798201, 241798209, 241798211, 241798220, 241798223, 241798224, 3206327, 3206329, 5303320545, 5304445222, 5304456669, 5304456671, 5304456672, 75304445222, 75304456669, 75304456671 ... Show more",Frigidaire,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS12364147-Frigidaire-241798231-Refrigerator-Ice-Maker-Assembly.htm?SourceCode=18
Kenmore Refrigerator Ice Maker Assembly,PS11765620,W10884390,90.94,Easy ,30 - 60 mins ,Ice maker not making ice | Ice maker won’t dispense ice | Ice maker dispenses too much ice | Leaking,Refrigerator.,"AP6030643, W10377152, W10469286, W10793298, WPW10377152, WPW10469286",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11765620-Whirlpool-W10884390-Refrigerator-Ice-Maker-Assembly.htm?SourceCode=18
Kenmore Refrigerator Ice Maker,PS11738120,W10873791,75.92,Really Easy ,15 - 30 mins ,Ice maker not making ice | Ice maker won’t dispense ice | Leaking,Refrigerator.,"AP6026347, W10760070, W10798411, W10847507, W10873791VP, W11130444, W11646278",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11738120-Whirlpool-W10873791-Refrigerator-Ice-Maker.htm?SourceCode=18
Kenmore Refrigerator Replacement Ice Maker,PS358591,4317943,111.89,Easy ,15 - 30 mins ,Ice maker not making ice | Leaking | Ice maker won’t dispense ice | Ice maker dispenses too little ice,"Refrigerator, Ice Maker, Wine and Beverage Cooler.","AP2984633, 1857, 4317943, 4210317, 4211173, 4317943, 4317943R, 4317943VP, 46000978556, 46004211173, 480616, 480617, 482014, 482015, 482016, 482017, 482018, 482019, 482020, 482394 ... Show more",Whirlpool,In Stock,https://www.youtube.com/watch?v=ECdu8xqf0Ns,https://www.partselect.com/PS358591-Whirlpool-4317943-Replacement-Ice-Maker.htm?SourceCode=18
Kenmore Refrigerator Replacement Ice Maker,PS2121513,D7824706Q,89.89,Easy ,15 - 30 mins ,Ice maker not making ice | Leaking | Ice maker won’t dispense ice | Ice maker dispenses too little ice,"Refrigerator, Ice Maker.","AP4135008, 915772, D7824706Q, 0056504, 0056599, 0056605, 0056606, 0311155, 0312578, 0312738, 0312739, 0312740, 10549201, 10563707, 10563708, 14211407, 61005508, 61005508A, 67001263, 68111-1 ... Show more",Whirlpool,In Stock,https://www.youtube.com/watch?v=_6xfzzeEWyw,https://www.partselect.com/PS2121513-Whirlpool-D7824706Q-Replacement-Ice-Maker.htm?SourceCode=18
Kenmore Refrigerator Ice Maker Assembly,PS16221322,243297613,99.21,Easy ,30 - 60 mins ,Ice maker not making ice | Ice maker won’t dispense ice | Leaking,Refrigerator.,"243297603, 243297606, 243297607, 243297609, 243297801, 243297901, 243298001, 243298101, 243298401, 243298501",Frigidaire,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS16221322-Frigidaire-243297613-Ice-Maker-Assembly.htm?SourceCode=18
Kenmore Refrigerator Ice Maker,PS1993870,WR30X10093,191.89,Easy ,15 - 30 mins ,Ice maker not making ice | Ice maker won’t dispense ice | Leaking | Ice maker dispenses too little ice,"Refrigerator, Ice Maker, Freezer, Wine and Beverage Cooler.","AP4345120, 1399596, WR30X10093, 200D1181G026, 66042, JS-2, JS2, MSE1, SWR29X5110, SWR29X5114, SWR29X5115, SWR29X5119, SWR29X5121, SWR29X5126, SWR29X5128, WR29X0157, WR29X0158, WR29X0160, WR29X0185, WR29X0191 ... Show more",GE,In Stock,https://www.youtube.com/watch?v=QlZjvDqmxTE,https://www.partselect.com/PS1993870-GE-WR30X10093-Ice-Maker.htm?SourceCode=18
Kenmore Refrigerator Ice Maker Assembly - 8 Cube,PS869316,2198597,115.89,Easy ,15 - 30 mins ,Ice maker not making ice | Ice maker won’t dispense ice | Leaking | Won’t start,Refrigerator.,"AP3182733, 1016069, 2198597, 2198597, 2198597R, 2198597VP, 2198678, 626663, W10122502, W10190960, W11381367",Whirlpool,In Stock,https://www.youtube.com/watch?v=hmCE3oKpEk0,https://www.partselect.com/PS869316-Whirlpool-2198597-Ice-Maker-Assembly-8-Cube.htm?SourceCode=18
Kenmore Refrigerator Ice Bucket,PS11757044,WPW10670845,82.07,Really Easy ,15 - 30 mins ,Leaking | Ice maker won’t dispense ice | Ice maker not making ice,Refrigerator.,"AP6023698, 1115342, 1115372, 2152701, 2152702, 2182099, 2182100, 2196091, W10670845",Whirlpool,In Stock,https://www.youtube.com/watch?v=BEu3DK2uoyk,https://www.partselect.com/PS11757044-Whirlpool-WPW10670845-Ice-Bucket.htm?SourceCode=18
Kenmore Refrigerator Ice Maker Replacement,PS11752389,WPW10300022,156.89,Really Easy ,30 - 60 mins ,Ice maker not making ice | Ice maker won’t dispense ice,Refrigerator.,"AP6019085, W10122556, W10300022, W10377190",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11752389-Whirlpool-WPW10300022-Refrigerator-Ice-Maker-Replacement.htm?SourceCode=18
Kenmore Refrigerator Upper or Lower Mullion Hinge Pin,PS2358752,241779401,21.89,Very Easy ,15 - 30 mins ,Door won’t open or close | Door Sweating,Refrigerator.,"AP4393564, 7241779401",Frigidaire,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS2358752-Frigidaire-241779401-Upper-or-Lower-Mullion-Hinge-Pin.htm?SourceCode=18
Kenmore Refrigerator Lower Door Closing Cam,PS11739042,WP2182179,7.7,Really Easy ,15 - 30 mins ,Door won’t open or close | Clicking sound | Fridge too warm | Noisy,Refrigerator.,"AP6005980, 2182178, 2182179, WP2182179VP",Whirlpool,In Stock,https://www.youtube.com/watch?v=-FbNkD1MIpk,https://www.partselect.com/PS11739042-Whirlpool-WP2182179-Lower-Door-Closing-Cam.htm?SourceCode=18
Kenmore Refrigerator Door Cam - Black,PS11752991,WPW10329686,9.89,Really Easy ,15 - 30 mins ,Door won’t open or close | Clicking sound | Fridge too warm | Noisy,"Refrigerator, Freezer.","AP6019682, 1115901, 2155309, 2155310, 2155311, 2159138, 986759, W10329686, WPW10329686VP",Whirlpool,In Stock,https://www.youtube.com/watch?v=pJhRoiDHrU4,https://www.partselect.com/PS11752991-Whirlpool-WPW10329686-Door-Cam-Black.htm?SourceCode=18
Kenmore Refrigerator CAM-DOOR,PS11755285,WPW10470155,8.0,A Bit Difficult ,1- 2 hours ,Door won’t open or close | Clicking sound,Refrigerator.,"AP6021957, W10397037, W10470155",Whirlpool,In Stock,https://www.youtube.com/watch?v=BV240RDp0I4,https://www.partselect.com/PS11755285-Whirlpool-WPW10470155-CAM-DOOR.htm?SourceCode=18
Kenmore Refrigerator Hinge Bearing,PS976452,240328203,17.25,Really Easy ,15 - 30 mins ,Clicking sound | Door won’t open or close | Noisy | Door Sweating,Refrigerator.,"AP3757897, 1056737, 7240328203",Frigidaire,In Stock,https://www.youtube.com/watch?v=0GScyyhX-Cs,https://www.partselect.com/PS976452-Frigidaire-240328203-Hinge-Bearing.htm?SourceCode=18
Kenmore Refrigerator Door Stopper,PS3523083,4620JJ2009A,13.55,Very Easy ,Less than 15 mins ,Door won’t open or close,"Refrigerator, Freezer.","AP4437762, 4620JJ2006A, 4620JJ2009A, 4620JJ2009B",LG,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS3523083-LG-4620JJ2009A-Door-Stopper.htm?SourceCode=18
Kenmore Refrigerator Hinge Bearing,PS11770608,5304507146,7.28,Really Easy ,15 - 30 mins ,Door won’t open or close,Refrigerator.,"AP6038496, 240311201, 240527101",Frigidaire,In Stock,https://www.youtube.com/watch?v=KobJVJ2ZwnU,https://www.partselect.com/PS11770608-Frigidaire-5304507146-Hinge-Bearing.htm?SourceCode=18
Kenmore Refrigerator HINGE-MULLION,PS12364145,241779802,37.27,,,Door won’t open or close,Refrigerator.,"AP6261464, 241779801, 7241779801",Frigidaire,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS12364145-Frigidaire-241779802-HINGE-MULLION.htm?SourceCode=18
Kenmore Refrigerator Hinge Bearing,PS11770609,5304507147,7.28,Easy ,30 - 60 mins ,Door won’t open or close,Refrigerator.,"AP6038497, 240311202, 240527102",Frigidaire,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11770609-Frigidaire-5304507147-Hinge-Bearing.htm?SourceCode=18
Kenmore Refrigerator Hinge Bracket,PS11739061,WP2183805,10.72,A Bit Difficult ,1- 2 hours ,Door won’t open or close,"Refrigerator, Freezer.","AP6005999, 1107202, 1115910, 2159254, 2159364, 2159367, 2159368, 2160810, 2183805, 2189202, 944035, 944036",Whirlpool,Special Order,https://www.youtube.com/watch?v=ChBJjSWvyl0,https://www.partselect.com/PS11739061-Whirlpool-WP2183805-Hinge-Bracket.htm?SourceCode=18
Kenmore Refrigerator Door Gasket - White,PS9493819,242193206,135.89,Very Easy ,15 - 30 mins ,Door won’t open or close | Door Sweating | Fridge too warm | Leaking,Refrigerator.,AP5806733,Frigidaire,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS9493819-Frigidaire-242193206-Refrigerator-Door-Gasket-White.htm?SourceCode=18
Kenmore Refrigerator Door Gasket,PS2331952,241872513,113.89,Really Easy ,Less than 15 mins ,Door won’t open or close | Door Sweating | Fridge too warm | Leaking,Refrigerator.,"AP4374868, 1465365, 241872513, 240370906, 240390701, 240514606, 240514608, 240542106, 240542118, 241872506, 5304439521, 5304439523",Frigidaire,Special Order,https://www.youtube.com/watch?v=N2O3OdUi7mw,https://www.partselect.com/PS2331952-Frigidaire-241872513-Refrigerator-Door-Gasket.htm?SourceCode=18
Kenmore Refrigerator Door Gasket - Gray,PS11759515,W10830162,131.89,Very Easy ,15 - 30 mins ,Door Sweating | Door won’t open or close | Fridge too cold | Fridge too warm,Refrigerator.,"AP6027233, 12723206AP, W10179332, W10179332N, W10199876, W10443225, W10571956",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11759515-Whirlpool-W10830162-Door-Gasket-Gray.htm?SourceCode=18
Kenmore Refrigerator Door Gasket - Gray,PS3408461,241778307,120.89,Really Easy ,15 - 30 mins ,Door Sweating | Fridge too warm | Door won’t open or close,Refrigerator.,"AP4587413, 241778307",Frigidaire,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS3408461-Frigidaire-241778307-Refrigerator-Door-Gasket-Gray.htm?SourceCode=18
Kenmore Refrigerator Door Gasket - Black,PS9493822,242193212,145.89,Really Easy ,30 - 60 mins ,Door won’t open or close | Fridge too warm | Leaking | Door Sweating,Refrigerator.,AP5806924,Frigidaire,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS9493822-Frigidaire-242193212-Refrigerator-Door-Gasket-Black.htm?SourceCode=18
Kenmore Refrigerator Door Gasket,PS11770644,5304507200,143.22,Easy ,1- 2 hours ,Frost buildup | Door Sweating | Too warm | Leaking,"Freezer, Refrigerator.","AP6038516, 216522309, 216522310, 216522359, 5304408631, 5304507214, 7216522309",Frigidaire,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11770644-Frigidaire-5304507200-Refrigerator-Door-Gasket.htm?SourceCode=18
